Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2010);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
15;18391;"Aging Cell";journal;"14749726, 14749718";4,907;Q1;140;100;256;5538;2087;245;7,11;55,38;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2002-2020";"Aging (Q1); Cell Biology (Q1)"
16;144840;"PLoS Medicine";journal;"15491277, 15491676";4,905;Q1;228;197;763;7917;6470;650;9,05;40,19;United States;Northern America;"Public Library of Science";"2004-2020";"Biochemistry (Q1); Biotechnology (Q1); Cell Biology (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
17;4000151809;"PLoS Pathogens";journal;"15537374, 15537366";4,859;Q1;206;538;930;30993;8552;897;8,74;57,61;United States;Northern America;"Public Library of Science";"2005-2020";"Genetics (Q1); Immunology (Q1); Microbiology (Q1); Molecular Biology (Q1); Parasitology (Q1); Virology (Q1)"
18;19700173023;"Living Reviews in Solar Physics";journal;"16144961, 23673648";4,474;Q1;57;6;8;1436;77;8;10,33;239,33;Switzerland;Western Europe;"Springer International Publishing AG";"2004-2020";"Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1)"
19;19600166310;"EMBO Molecular Medicine";journal;"17574676, 17574684";4,208;Q1;107;54;49;2296;305;41;6,22;42,52;United Kingdom;Western Europe;"Wiley-Blackwell";"2009-2020";"Molecular Medicine (Q1)"
20;17592;"Journal of Biological Chemistry";journal;"00219258, 1083351X";3,998;Q1;513;4254;11420;204134;65833;11393;5,49;47,99;United States;Northern America;"American Society for Biochemistry and Molecular Biology Inc.";"1945-2020";"Biochemistry (Q1); Cell Biology (Q1); Molecular Biology (Q1)"
21;14151;"Molecular and Cellular Proteomics";journal;"15359476, 15359484";3,762;Q1;187;218;610;12817;5415;602;8,22;58,79;United States;Northern America;"American Society for Biochemistry and Molecular Biology Inc.";"2002-2020";"Analytical Chemistry (Q1); Biochemistry (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
22;4000151810;"PLoS Computational Biology";journal;"15537358, 1553734X";3,709;Q1;182;413;895;22954;5443;866;5,74;55,58;United States;Northern America;"Public Library of Science";"2005-2020";"Cellular and Molecular Neuroscience (Q1); Computational Theory and Mathematics (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Modeling and Simulation (Q1); Molecular Biology (Q1)"
23;5800173370;"Cell Division";journal;"17471028";3,708;Q1;46;28;59;2615;256;51;4,24;93,39;United Kingdom;Western Europe;"BioMed Central Ltd.";"2006-2020";"Biochemistry (Q1); Cell Biology (Q1); Molecular Biology (Q1)"
24;13096;"BMC Biology";journal;"17417007";3,670;Q1;106;154;198;5685;1143;192;5,34;36,92;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Biotechnology (Q1); Cell Biology (Q1); Developmental Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Physiology (Q1); Plant Science (Q1); Structural Biology (Q1)"
25;17495;"NeuroImage";journal;"10959572, 10538119";3,654;Q1;364;980;2174;55178;14972;2113;6,49;56,30;United States;Northern America;"Academic Press Inc.";"1970, 1992-2020";"Cognitive Neuroscience (Q1); Neurology (Q1)"
26;19700175165;"Frontiers in Neural Circuits";journal;"16625110";3,590;Q1;61;25;31;1361;141;31;4,48;54,44;Switzerland;Western Europe;"Frontiers Media S.A.";"2007-2020";"Cellular and Molecular Neuroscience (Q1); Cognitive Neuroscience (Q1); Neuroscience (miscellaneous) (Q1); Sensory Systems (Q1)"
27;12091;"Atmospheric Chemistry and Physics";journal;"16807324, 16807316";3,412;Q1;206;752;1466;42950;8271;1466;5,50;57,11;Germany;Western Europe;"European Geosciences Union";"2001-2020";"Atmospheric Science (Q1)"
28;29047;"New Journal of Physics";journal;"13672630";3,405;Q1;190;837;1961;33974;7916;1943;4,15;40,59;United Kingdom;Western Europe;"IOP Publishing Ltd.";"1998-2020";"Physics and Astronomy (miscellaneous) (Q1)"
29;28764;"Breast Cancer Research";journal;"1465542X, 14655411";3,384;Q1;149;190;469;7350;2707;405;5,18;38,68;United Kingdom;Western Europe;"BioMed Central Ltd.";"1999-2020";"Cancer Research (Q1); Oncology (Q1)"
30;7000153261;"Neural Development";journal;"17498104";3,290;Q1;51;32;107;2043;374;105;3,44;63,84;United Kingdom;Western Europe;"BioMed Central Ltd.";"2006-2020";"Developmental Neuroscience (Q1)"
31;21100197181;"NPG Asia Materials";journal;"18844057, 18844049";3,268;Q1;75;18;5;926;14;3;2,80;51,44;United States;Northern America;"Nature Publishing Group";"2009-2020";"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Modeling and Simulation (Q1)"
32;12495;"Neoplasia";journal;"14765586, 15228002";3,246;Q1;129;106;411;5194;2334;409;5,78;49,00;United States;Northern America;"Neoplasia Press";"1999-2020";"Cancer Research (Q1)"
33;16101;"Human Brain Mapping";journal;"10659471, 10970193";3,192;Q1;191;163;584;9369;3574;578;5,67;57,48;United States;Northern America;"Wiley-Liss Inc.";"1993-2020";"Anatomy (Q1); Neurology (Q1); Neurology (clinical) (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
34;32383;"Cultural Anthropology";journal;"08867356, 15481360";3,187;Q1;75;19;66;1427;258;65;4,11;75,11;United States;Northern America;"American Anthropological Association";"1986-2020";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1)"
35;29482;"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics";journal;"03702693";3,103;Q1;283;769;2696;29636;13996;2689;5,62;38,54;Netherlands;Western Europe;"Elsevier";"1967-2020";"Nuclear and High Energy Physics (Q1)"
36;7000153204;"Social Cognitive and Affective Neuroscience";journal;"17495024, 17495016";3,051;Q1;103;28;144;1743;763;136;4,25;62,25;United Kingdom;Western Europe;"Oxford University Press";"2006-2020";"Cognitive Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
37;20228;"Emerging Infectious Diseases";journal;"10806040, 10806059";3,021;Q1;226;530;1548;8338;8133;1062;5,01;15,73;United States;Northern America;"Centers for Disease Control and Prevention (CDC)";"1995-2020";"Epidemiology (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1)"
38;4400151418;"Climate of the Past";journal;"18149332, 18149324";2,982;Q1;76;60;141;3949;642;141;3,28;65,82;Germany;Western Europe;"European Geosciences Union";"2005-2020";"Global and Planetary Change (Q1); Paleontology (Q1); Stratigraphy (Q1)"
39;29086;"Nuclear Physics B";journal;"05503213";2,958;Q1;274;328;1022;17188;4642;1021;4,76;52,40;Netherlands;Western Europe;"Elsevier";"1967-2020";"Nuclear and High Energy Physics (Q1)"
40;20276;"Ecography";journal;"16000587, 09067590";2,934;Q1;128;120;274;6729;1410;271;4,62;56,08;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1978-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
41;24135;"Bulletin of the American Museum of Natural History";book series;"00030090";2,930;Q1;57;14;28;2135;131;28;4,64;152,50;United States;Northern America;"American Museum of Natural History Library";"1996-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology (Q1)"
42;12862;"Optics Express";journal;"10944087";2,906;Q1;271;2980;6869;70743;32473;6863;4,66;23,74;United States;Northern America;"The Optical Society";"1997-2020";"Atomic and Molecular Physics, and Optics (Q1)"
43;11700154363;"Cryosphere";journal;"19940416, 19940424";2,854;Q1;82;46;43;2021;146;43;3,47;43,93;Germany;Western Europe;"Copernicus Group";"2007-2020";"Earth-Surface Processes (Q1); Water Science and Technology (Q1)"
44;21724;"BMC Evolutionary Biology";journal;"14712148";2,778;Q1;122;391;918;24709;4461;915;3,90;63,19;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
45;21003;"Environmental Health Perspectives";journal;"15529924, 00916765";2,772;Q1;282;439;1327;13825;6594;979;4,48;31,49;United States;Northern America;"Public Health Services, US Dept of Health and Human Services";"1972-2020";"Health, Toxicology and Mutagenesis (Q1); Public Health, Environmental and Occupational Health (Q1)"
46;17300154987;"Molecular Brain";journal;"17566606";2,752;Q1;61;40;60;2401;269;58;4,48;60,03;United Kingdom;Western Europe;"BioMed Central Ltd.";"2008-2020";"Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1)"
47;19700175115;"Frontiers in Systems Neuroscience";journal;"16625137";2,709;Q1;75;63;22;4417;82;21;3,67;70,11;Switzerland;Western Europe;"Frontiers Media S.A.";"2007-2020";"Cellular and Molecular Neuroscience (Q1); Cognitive Neuroscience (Q1); Developmental Neuroscience (Q1); Neuroscience (miscellaneous) (Q1)"
48;10600153309;"PLoS ONE";journal;"19326203";2,705;Q1;332;6728;8320;320524;41950;8320;4,84;47,64;United States;Northern America;"Public Library of Science";"2001, 2006-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
49;14238;"College and Research Libraries";journal;"00100870, 21506701";2,687;Q1;52;37;108;1346;191;94;1,47;36,38;United States;Northern America;"Association of College and Research Libraries";"1946-1947, 1987-2020";"Library and Information Sciences (Q1)"
50;14551;"Diversity and Distributions";journal;"13669516, 14724642";2,662;Q1;118;93;304;5674;1660;303;4,97;61,01;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1998-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
51;24674;"Oikos";journal;"16000706, 00301299";2,610;Q1;179;223;632;11611;2462;623;3,58;52,07;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1973-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
52;17466;"Neurobiology of Disease";journal;"1095953X, 09699961";2,582;Q1;166;263;713;17258;3395;612;5,44;65,62;United States;Northern America;"Academic Press Inc.";"1994-2020";"Neurology (Q1)"
53;24660;"Bulletin of the American Mathematical Society";journal;"02730979, 10889485";2,560;Q1;66;17;66;1233;182;55;2,14;72,53;United States;Northern America;"American Mathematical Society";"1891-2020";"Applied Mathematics (Q1); Mathematics (miscellaneous) (Q1)"
54;20912;"Environmental International";journal;"18736750, 01604120";2,559;Q1;191;117;444;6476;2338;432;5,13;55,35;United Kingdom;Western Europe;"Elsevier Ltd.";"1976-2020";"Environmental Science (miscellaneous) (Q1)"
55;19400157151;"DMM Disease Models and Mechanisms";journal;"17548403, 17548411";2,551;Q1;83;100;133;4778;372;77;2,80;47,78;United Kingdom;Western Europe;"Company of Biologists Ltd";"2008-2020";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1)"
56;5700191214;"Molecular Neurodegeneration";journal;"17501326";2,545;Q1;83;61;106;3408;566;106;5,08;55,87;United Kingdom;Western Europe;"BioMed Central Ltd.";"2006-2020";"Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Neurology (clinical) (Q1)"
57;19900191736;"Conservation Letters";journal;"1755263X";2,541;Q1;79;53;1;2083;7;1;7,00;39,30;United States;Northern America;"John Wiley &amp; Sons Inc.";"2008, 2010-2020";"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
58;20913;"Bulletin of the World Health Organization";journal;"15640604, 00429686";2,532;Q1;168;204;670;3737;2210;417;3,23;18,32;Switzerland;Western Europe;"World Health Organization";"1945, 1949-2020";"Public Health, Environmental and Occupational Health (Q1)"
59;19700175114;"Frontiers in Integrative Neuroscience";journal;"16625145";2,525;Q1;60;26;44;1513;183;42;4,67;58,19;Switzerland;Western Europe;"Frontiers Media S.A.";"2007-2020";"Cellular and Molecular Neuroscience (Q1); Cognitive Neuroscience (Q1); Sensory Systems (Q1)"
60;32805;"Tellus, Series B: Chemical and Physical Meteorology";journal;"02806509";2,513;Q1;103;63;210;3167;783;202;3,40;50,27;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2020";"Atmospheric Science (Q1)"
61;6400153153;"Plant Methods";journal;"17464811";2,497;Q1;70;25;60;883;251;59;3,51;35,32;United Kingdom;Western Europe;"BioMed Central Ltd.";"2005-2020";"Biotechnology (Q1); Genetics (Q1); Plant Science (Q1)"
62;17426;"DNA Research";journal;"17561663, 13402838";2,488;Q1;98;30;104;1627;527;102;4,70;54,23;United Kingdom;Western Europe;"Oxford University Press";"1994-2020";"Genetics (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
63;4400151515;"Molecular Pain";journal;"17448069";2,482;Q1;83;97;185;5334;948;182;4,57;54,99;United Kingdom;Western Europe;"BioMed Central Ltd.";"2005-2020";"Anesthesiology and Pain Medicine (Q1); Cellular and Molecular Neuroscience (Q1); Molecular Medicine (Q1)"
64;23845;"Journal of Cardiovascular Magnetic Resonance";journal;"1532429X, 10976647";2,475;Q1;94;155;192;2315;780;187;4,73;14,94;United Kingdom;Western Europe;"BioMed Central Ltd.";"1999-2020";"Cardiology and Cardiovascular Medicine (Q1); Family Practice (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
65;5800173376;"Biology Direct";journal;"17456150";2,453;Q1;68;68;142;3865;535;139;3,76;56,84;United Kingdom;Western Europe;"BioMed Central Ltd.";"2006-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Immunology (Q1); Modeling and Simulation (Q1)"
66;5800207508;"Molecular Oncology";journal;"15747891, 18780261";2,428;Q1;88;43;139;3575;477;101;3,32;83,14;Netherlands;Western Europe;"John Wiley and Sons Ltd";"2007-2020";"Cancer Research (Q1); Genetics (Q1); Medicine (miscellaneous) (Q1); Molecular Medicine (Q1)"
67;50032;"Journal of Neuroinflammation";journal;"17422094";2,423;Q1;112;98;126;5595;798;124;6,56;57,09;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Cellular and Molecular Neuroscience (Q1); Immunology (Q1); Neurology (Q1); Neuroscience (miscellaneous) (Q1)"
68;4400151517;"Cell Communication and Signaling";journal;"1478811X";2,375;Q1;63;32;38;2066;147;36;3,97;64,56;United Kingdom;Western Europe;"Signal Transduction Society";"2003-2020";"Biochemistry (Q1); Molecular Biology (Q1); Cell Biology (Q2)"
69;130037;"Biogeosciences";journal;"17264189, 17264170";2,373;Q1;127;263;422;18914;1736;421;3,87;71,92;Germany;Western Europe;"European Geosciences Union";"2004-2020";"Earth-Surface Processes (Q1); Ecology, Evolution, Behavior and Systematics (Q1)"
70;14182;"NeuroSignals";journal;"14248638, 1424862X";2,355;Q1;67;6;73;253;304;69;3,79;42,17;Switzerland;Western Europe;"Cell Physiol Biochem Press (Germany)";"1992-2019";"Cellular and Molecular Neuroscience (Q1); Developmental Neuroscience (Q1); Neurology (Q1)"
71;130058;"Emerging Themes in Epidemiology";journal;"17427622";2,346;Q1;35;7;45;291;107;41;2,13;41,57;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Epidemiology (Q1)"
72;23709;"Journal of Medical Internet Research";journal;"14394456, 14388871";2,339;Q1;142;74;147;3006;947;146;6,65;40,62;Canada;Northern America;"Journal of medical Internet Research";"1999-2020";"Health Informatics (Q1)"
73;19961;"Molecular Medicine";journal;"10761551, 15283658";2,297;Q1;118;60;207;3052;1254;201;6,34;50,87;United States;Northern America;"Feinstein Institute for Medical Research";"1994-2020";"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1)"
74;10700153303;"Dynamics of Partial Differential Equations";journal;"1548159X, 21637873";2,294;Q1;21;17;46;430;67;46;1,26;25,29;United States;Northern America;"International Press of Boston, Inc.";"2007-2020";"Analysis (Q1); Applied Mathematics (Q1)"
75;5700191213;"Orphanet Journal of Rare Diseases";journal;"17501172";2,290;Q1;110;41;113;2782;950;113;7,41;67,85;United Kingdom;Western Europe;"BioMed Central Ltd.";"2006-2020";"Genetics (clinical) (Q1); Medicine (miscellaneous) (Q1); Pharmacology (medical) (Q1)"
76;18473;"Cell Structure and Function";journal;"13473700, 03867196";2,279;Q1;61;11;50;307;146;50;3,53;27,91;Japan;Asiatic Region;"Japan Society for Cell Biology";"1975-2020";"Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Physiology (Q1); Cell Biology (Q2)"
77;145144;"Journal of Biology";journal;"14754924, 14785854";2,264;Q1;54;22;157;362;420;126;2,18;16,45;United Kingdom;Western Europe;"BioMed Central Ltd.";"2002-2010";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
78;27545;"European Physical Journal C";journal;"14346052, 14346044";2,215;Q1;198;328;1081;17315;3621;1074;3,82;52,79;Germany;Western Europe;"Springer New York";"1998-2020";"Engineering (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
79;28111;"BMC Medicine";journal;"17417015";2,185;Q1;138;90;157;4302;823;141;5,47;47,80;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2020";"Medicine (miscellaneous) (Q1)"
80;25180;"Electrochemistry Communications";journal;"13882481";2,179;Q1;192;458;1562;9193;7830;1561;4,60;20,07;United States;Northern America;"Elsevier Inc.";"1999-2020";"Electrochemistry (Q1)"
81;17300154707;"BMC Medical Genomics";journal;"17558794";2,166;Q1;62;62;72;3045;277;72;3,85;49,11;United Kingdom;Western Europe;"BioMed Central Ltd.";"2009-2020";"Genetics (Q1); Genetics (clinical) (Q1)"
82;29187;"Cancer Science";journal;"13497006, 13479032";2,161;Q1;141;381;974;14302;4323;969;4,21;37,54;United States;Northern America;"Wiley-Blackwell";"2003-2020";"Cancer Research (Q1); Medicine (miscellaneous) (Q1); Oncology (Q1)"
83;23648;"Health Technology Assessment";journal;"20464924, 13665278";2,145;Q1;126;85;189;10286;1043;189;4,12;121,01;United Kingdom;Western Europe;"National Co-ordinating Centre for HTA";"1994-2020";"Health Policy (Q1); Medicine (miscellaneous) (Q1)"
84;21727;"BMC Genomics";journal;"14712164";2,142;Q1;167;813;1874;44134;8271;1870;4,33;54,29;United Kingdom;Western Europe;"BioMed Central Ltd.";"2000-2020";"Biotechnology (Q1); Genetics (Q1)"
85;17269;"Studies in Mycology";journal;"01660616";2,142;Q1;95;5;57;696;329;55;3,97;139,20;Netherlands;Western Europe;"Westerdijk Fungal Biodiversity Institute";"1996, 1998-2000, 2002-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Plant Science (Q1)"
86;19700175113;"Frontiers in Molecular Neuroscience";journal;"16625099";2,141;Q1;63;18;25;1351;96;25;3,84;75,06;Switzerland;Western Europe;"Frontiers Media S.A.";"2008-2020";"Molecular Biology (Q1); Cellular and Molecular Neuroscience (Q2)"
87;12429;"Molecular Cancer";journal;"14764598";2,127;Q1;126;319;307;15474;1424;303;4,19;48,51;United Kingdom;Western Europe;"BioMed Central Ltd.";"2002-2020";"Cancer Research (Q1); Molecular Medicine (Q1); Oncology (Q1)"
88;19700175116;"Frontiers in Neuroanatomy";journal;"16625129";2,123;Q1;62;49;35;3957;125;35;3,72;80,76;Switzerland;Western Europe;"Frontiers Media S.A.";"2007-2020";"Anatomy (Q1); Neuroscience (miscellaneous) (Q1); Cellular and Molecular Neuroscience (Q2)"
89;13114;"BMC Developmental Biology";journal;"1471213X";2,122;Q1;76;122;336;6046;1207;336;2,98;49,56;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Developmental Biology (Q1)"
90;27592;"Arthritis Research and Therapy";journal;"14786354";2,121;Q1;150;319;711;12032;3435;620;4,43;37,72;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2020";"Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)"
91;32816;"Neural Plasticity";journal;"16875443, 20905904";2,109;Q1;68;10;60;659;218;57;2,00;65,90;United States;Northern America;"Hindawi Publishing Corporation";"1998-2005, 2007-2020";"Neurology (Q1); Neurology (clinical) (Q1)"
92;4400151524;"Particle and Fibre Toxicology";journal;"17438977";2,097;Q1;98;42;64;2404;419;60;5,58;57,24;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Toxicology (Q1)"
93;16816;"Journal of Psychiatry and Neuroscience";journal;"14882434, 11804882";2,095;Q1;99;49;160;1931;673;136;4,28;39,41;Canada;Northern America;"Canadian Medical Association";"1991-2020";"Biological Psychiatry (Q1); Medicine (miscellaneous) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1)"
94;23029;"Retrovirology";journal;"17424690";2,088;Q1;88;120;915;7205;1522;305;1,40;60,04;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Infectious Diseases (Q1); Virology (Q1)"
95;16794;"BMC Plant Biology";journal;"14712229";2,073;Q1;114;290;352;14878;1607;352;4,39;51,30;United Kingdom;Western Europe;"BioMed Central Ltd.";"2001-2020";"Plant Science (Q1)"
96;12137;"Journal of Statistical Software";journal;"15487660";2,049;Q1;145;60;143;2169;535;143;2,94;36,15;United States;Northern America;"University of California at Los Angeles";"1996-2020";"Software (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
97;19700175163;"Frontiers in Cellular Neuroscience";journal;"16625102";2,047;Q2;86;33;25;2355;90;25;3,43;71,36;Switzerland;Western Europe;"Frontiers Media S.A.";"2007-2020";"Cellular and Molecular Neuroscience (Q2)"
98;13945;"Investigative Ophthalmology and Visual Science";journal;"01460404, 15525783";2,038;Q1;218;921;2215;38142;9055;2215;3,76;41,41;United States;Northern America;"Association for Research in Vision and Ophthalmology Inc.";"1976-2020";"Ophthalmology (Q1); Sensory Systems (Q1); Cellular and Molecular Neuroscience (Q2)"
99;19700176215;"IEEE Photonics Journal";journal;"19430647, 19430655";2,032;Q1;73;106;32;2728;119;32;3,72;25,74;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2009-2020";"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1)"
100;16592;"Plant Biotechnology Journal";journal;"14677644, 14677652";2,030;Q1;115;71;226;5382;1293;222;5,42;75,80;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2004-2020";"Agronomy and Crop Science (Q1); Biotechnology (Q1); Plant Science (Q1)"
101;19700174928;"ASN Neuro";journal;"17590914";2,015;Q1;45;24;21;1639;79;20;3,76;68,29;United Kingdom;Western Europe;"Portland Press, Ltd.";"2009-2020";"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
102;70792;"Tellus, Series A: Dynamic Meteorology and Oceanography";journal;"16000870, 02806495";1,967;Q1;77;55;201;2114;529;191;2,22;38,44;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2020";"Atmospheric Science (Q1); Oceanography (Q1)"
