Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
11;6400153126;"Theoretical Economics";journal;"15557561";7,086;Q1;32;44;104;1352;273;104;2,63;30,73;United States;Northern America;"Wiley-Blackwell";"2007-2020";"Economics, Econometrics and Finance (miscellaneous) (Q1)"
12;4700152228;"Molecular Systems Biology";journal;"17444292";7,040;Q1;148;64;186;3869;1629;171;9,49;60,45;United States;Northern America;"Wiley-Blackwell";"2005-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Computational Theory and Mathematics (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Information Systems (Q1); Medicine (miscellaneous) (Q1)"
13;21100201068;"Cell Reports";journal;"22111247";6,635;Q1;154;1263;2961;63570;24968;2959;7,81;50,33;United States;Northern America;"Cell Press";"1970, 2012-2020";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)"
14;144840;"PLoS Medicine";journal;"15491277, 15491676";6,626;Q1;228;225;677;9551;6143;596;7,72;42,45;United States;Northern America;"Public Library of Science";"2004-2020";"Biochemistry (Q1); Biotechnology (Q1); Cell Biology (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
15;21100242814;"eLife";journal;"2050084X";6,617;Q1;139;1375;3657;83883;27426;3568;7,07;61,01;United Kingdom;Western Europe;"eLife Sciences Publications";"2012-2020";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1)"
16;19700173023;"Living Reviews in Solar Physics";journal;"16144961, 23673648";6,570;Q1;57;7;15;2479;377;15;27,00;354,14;Switzerland;Western Europe;"Springer International Publishing AG";"2004-2020";"Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1)"
17;21100201772;"Physical Review X";journal;"21603308";6,497;Q1;164;275;592;17951;14148;587;20,99;65,28;United States;Northern America;"American Physical Society";"2011-2020";"Physics and Astronomy (miscellaneous) (Q1)"
18;21100797856;"Journal of Extracellular Vesicles";journal;"20013078";6,283;Q1;68;39;116;2455;1802;112;10,29;62,95;Sweden;Western Europe;"Taylor and Francis Ltd.";"2012-2020";"Cell Biology (Q1); Histology (Q1)"
19;21100457028;"Science advances";journal;"23752548";6,267;Q1;146;904;1519;44556;22465;1510;14,22;49,29;United States;Northern America;"American Association for the Advancement of Science";"2015-2020";"Multidisciplinary (Q1)"
20;19700182758;"Nature Communications";journal;"20411723";5,992;Q1;365;5225;10946;267076;153539;10897;12,78;51,12;United Kingdom;Western Europe;"Nature Publishing Group";"2010-2020";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
21;21100804406;"Lancet Public Health, The";journal;"24682667";5,493;Q1;45;147;144;2195;578;48;4,01;14,93;United Kingdom;Western Europe;"Elsevier Ltd.";"2016-2020";"Public Health, Environmental and Occupational Health (Q1)"
22;21100278313;"Light: Science and Applications";journal;"20477538";5,392;Q1;96;150;214;6968;3370;209;15,98;46,45;United Kingdom;Western Europe;"Nature Publishing Group";"2012-2020";"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1)"
23;21100284918;"Earth System Science Data";journal;"18663516, 18663508";5,229;Q1;58;128;133;8333;1309;133;10,12;65,10;Germany;Western Europe;"Copernicus Publications";"2009-2020";"Earth and Planetary Sciences (miscellaneous) (Q1)"
24;21100255526;"Quantitative Economics";journal;"17597323, 17597331";5,177;Q1;27;40;80;1838;167;80;1,86;45,95;United States;Northern America;"Wiley-Blackwell";"2010-2020";"Economics and Econometrics (Q1)"
25;19700175140;"Genome Medicine";journal;"1756994X";5,084;Q1;89;100;372;4742;3230;324;9,31;47,42;United Kingdom;Western Europe;"BioMed Central Ltd.";"2009-2020";"Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1); Molecular Medicine (Q1)"
26;19600166310;"EMBO Molecular Medicine";journal;"17574676, 17574684";5,033;Q1;107;118;350;6535;3213;320;9,09;55,38;United Kingdom;Western Europe;"Wiley-Blackwell";"2009-2020";"Molecular Medicine (Q1)"
27;21100470165;"Advanced Science";journal;"21983844";5,012;Q1;100;387;465;25717;6534;456;14,16;66,45;Germany;Western Europe;"Wiley-VCH Verlag";"2014-2020";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Chemical Engineering (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
28;17269;"Studies in Mycology";journal;"01660616";4,982;Q1;95;19;50;1595;598;48;9,12;83,95;Netherlands;Western Europe;"Westerdijk Fungal Biodiversity Institute";"1996, 1998-2000, 2002-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Plant Science (Q1)"
29;21100824912;"ACS Central Science";journal;"23747951, 23747943";4,940;Q1;76;228;453;10274;3773;393;8,91;45,06;United States;Northern America;"American Chemical Society";"2015-2020";"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1)"
30;21100407195;"Optica";journal;"23342536";4,914;Q1;107;230;676;10015;9051;508;13,73;43,54;United States;Northern America;"OSA Publishing";"2014-2020";"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1)"
31;12977;"PLoS Biology";journal;"15449173, 15457885";4,783;Q1;271;411;774;23555;6188;757;7,66;57,31;United States;Northern America;"Public Library of Science";"2003-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Neuroscience (miscellaneous) (Q1)"
32;21100420802;"GigaScience";journal;"2047217X";4,726;Q1;54;181;227;5666;1574;163;4,92;31,30;United Kingdom;Western Europe;"Oxford University Press";"2012-2020";"Computer Science Applications (Q1); Health Informatics (Q1)"
33;21100422153;"SoftwareX";journal;"23527110";4,539;Q1;21;77;98;1765;1262;97;2,86;22,92;Netherlands;Western Europe;"Elsevier BV";"2015-2020";"Computer Science Applications (Q1); Software (Q1)"
34;21100401152;"Microbiome";journal;"20492618";4,466;Q1;78;219;278;11503;2964;275;10,77;52,53;United Kingdom;Western Europe;"BioMed Central Ltd.";"2013-2020";"Microbiology (Q1); Microbiology (medical) (Q1)"
35;19700177557;"Mobile DNA";journal;"17598753";4,407;Q1;33;35;67;2493;393;65;3,76;71,23;United Kingdom;Western Europe;"BioMed Central Ltd.";"2010-2020";"Molecular Biology (Q1)"
36;28111;"BMC Medicine";journal;"17417015";4,099;Q1;138;236;726;10915;5525;608;6,96;46,25;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2020";"Medicine (miscellaneous) (Q1)"
37;13444;"Journal of the Meteorological Society of Japan";journal;"21869057, 00261165";4,086;Q1;82;75;108;2843;599;94;3,69;37,91;Japan;Asiatic Region;"Meteorological Society of Japan";"1905-1907, 1910-1918, 1920-1922, 1966-1967, 1974, 1976-1978, 1980-1981, 1983, 1986-2020";"Atmospheric Science (Q1)"
38;4000151808;"PLoS Genetics";journal;"15537390, 15537404";4,001;Q1;233;578;2047;36480;11226;2025;5,17;63,11;United States;Northern America;"Public Library of Science";"2005-2020";"Cancer Research (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Genetics (clinical) (Q1); Molecular Biology (Q1)"
39;5700191214;"Molecular Neurodegeneration";journal;"17501326";3,988;Q1;83;67;223;4822;1734;223;8,23;71,97;United Kingdom;Western Europe;"BioMed Central Ltd.";"2006-2020";"Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Neurology (clinical) (Q1)"
40;21100827946;"npj Quantum Information";journal;"20566387";3,929;Q1;47;64;58;2822;940;57;17,10;44,09;United Kingdom;Western Europe;"Nature Partner Journals";"2015-2020";"Computational Theory and Mathematics (Q1); Computer Networks and Communications (Q1); Computer Science (miscellaneous) (Q1); Statistical and Nonlinear Physics (Q1)"
41;4000151809;"PLoS Pathogens";journal;"15537374, 15537366";3,909;Q1;206;575;2030;35860;13212;2008;6,29;62,37;United States;Northern America;"Public Library of Science";"2005-2020";"Genetics (Q1); Immunology (Q1); Microbiology (Q1); Molecular Biology (Q1); Parasitology (Q1); Virology (Q1)"
42;19700200838;"Chemical Science";journal;"20416520, 20416539";3,895;Q1;172;979;2723;57959;25351;2719;9,53;59,20;United Kingdom;Western Europe;"Royal Society of Chemistry";"2010-2020";"Chemistry (miscellaneous) (Q1)"
43;21872;"Eurosurveillance";journal;"15607917, 1025496X";3,876;Q1;104;207;766;4993;3890;623;5,74;24,12;Sweden;Western Europe;"European Centre for Disease Prevention and Control (ECDC)";"2001-2020";"Epidemiology (Q1); Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1); Virology (Q1)"
44;32383;"Cultural Anthropology";journal;"08867356, 15481360";3,860;Q1;75;35;106;1676;383;100;3,51;47,89;United States;Northern America;"American Anthropological Association";"1986-2020";"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1)"
45;19700188403;"mBio";journal;"21612129, 21507511";3,849;Q1;121;553;1387;30503;8697;1256;5,92;55,16;United States;Northern America;"American Society for Microbiology";"2010-2020";"Microbiology (Q1); Virology (Q1)"
46;18391;"Aging Cell";journal;"14749726, 14749718";3,809;Q1;140;145;375;6952;2969;367;7,28;47,94;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2002-2020";"Aging (Q1); Cell Biology (Q1)"
47;21100248838;"Stem Cell Reports";journal;"22136711";3,698;Q1;76;272;669;11553;4160;662;5,61;42,47;United States;Northern America;"Cell Press";"2013-2020";"Biochemistry (Q1); Cell Biology (Q1); Developmental Biology (Q1); Genetics (Q1)"
48;13096;"BMC Biology";journal;"17417007";3,628;Q1;106;147;353;8087;1916;301;5,56;55,01;United Kingdom;Western Europe;"BioMed Central Ltd.";"2003-2020";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Biotechnology (Q1); Cell Biology (Q1); Developmental Biology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Physiology (Q1); Plant Science (Q1); Structural Biology (Q1)"
49;89440;"Genomics, Proteomics and Bioinformatics";journal;"16720229";3,599;Q1;49;50;142;2695;1001;114;5,83;53,90;China;Asiatic Region;"Beijing Genomics Institute";"2003-2020";"Biochemistry (Q1); Computational Mathematics (Q1); Genetics (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
50;21100870279;"Microbial genomics";journal;"20575858";3,539;Q1;28;86;90;2182;510;89;5,72;25,37;United Kingdom;Western Europe;"Microbiology Society";"2015-2020";"Medicine (miscellaneous) (Q1)"
51;21100850798;"npj Computational Materials";journal;"20573960";3,462;Q1;41;77;86;4311;912;85;10,05;55,99;United Kingdom;Western Europe;"Nature Publishing Group";"2015-2020";"Computer Science Applications (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1); Modeling and Simulation (Q1)"
52;21100369734;"Neurobiology of Stress";journal;"23522895";3,359;Q1;33;45;88;5477;731;84;7,74;121,71;Netherlands;Western Europe;"Elsevier BV";"2015-2020";"Biochemistry (Q1); Cellular and Molecular Neuroscience (Q1); Endocrine and Autonomic Systems (Q1); Endocrinology (Q1); Molecular Biology (Q1); Physiology (Q1)"
53;17495;"NeuroImage";journal;"10959572, 10538119";3,354;Q1;364;934;2504;67699;16451;2477;6,18;72,48;United States;Northern America;"Academic Press Inc.";"1970, 1992-2020";"Cognitive Neuroscience (Q1); Neurology (Q1)"
54;21100224448;"Molecular Metabolism";journal;"22128778";3,343;Q1;65;171;364;9570;2176;337;5,81;55,96;Germany;Western Europe;"Elsevier GmbH";"2012-2020";"Cell Biology (Q1); Molecular Biology (Q1)"
55;21100466864;"Journal for ImmunoTherapy of Cancer";journal;"20511426";3,337;Q1;61;150;269;6491;1921;241;7,76;43,27;United Kingdom;Western Europe;"BioMed Central Ltd.";"2013-2020";"Cancer Research (Q1); Immunology (Q1); Immunology and Allergy (Q1); Molecular Medicine (Q1); Oncology (Q1); Pharmacology (Q1)"
56;21100367530;"Acta neuropathologica communications";journal;"20515960";3,279;Q1;56;145;300;1194;1743;289;5,66;8,23;United Kingdom;Western Europe;"BioMed Central Ltd.";"2013-2020";"Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1)"
57;12429;"Molecular Cancer";journal;"14764598";3,274;Q1;126;168;459;11945;4384;444;10,88;71,10;United Kingdom;Western Europe;"BioMed Central Ltd.";"2002-2020";"Cancer Research (Q1); Molecular Medicine (Q1); Oncology (Q1)"
58;19900191736;"Conservation Letters";journal;"1755263X";3,227;Q1;79;124;218;4921;1396;115;6,47;39,69;United States;Northern America;"John Wiley &amp; Sons Inc.";"2008, 2010-2020";"Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Nature and Landscape Conservation (Q1)"
59;21100403505;"Advances in Nonlinear Analysis";journal;"2191950X, 21919496";3,215;Q1;28;38;66;976;361;66;6,52;25,68;Germany;Western Europe;"de Gruyter";"2012-2021";"Analysis (Q1)"
60;21100197121;"Geoscientific Model Development";journal;"1991959X, 19919603";3,164;Q1;86;247;666;17977;3765;666;5,38;72,78;Germany;Western Europe;"Copernicus Gesellschaft mbH";"2008-2020";"Earth and Planetary Sciences (miscellaneous) (Q1); Modeling and Simulation (Q1)"
61;19988;"Persoonia: Molecular Phylogeny and Evolution of Fungi";journal;"00315850";3,155;Q1;58;23;66;2300;475;66;6,81;100,00;Netherlands;Western Europe;"National Herbarium Nederland";"1996-2000, 2002-2020";"Ecology, Evolution, Behavior and Systematics (Q1); Plant Science (Q1)"
62;20228;"Emerging Infectious Diseases";journal;"10806040, 10806059";3,140;Q1;226;501;1597;9500;7644;1068;4,71;18,96;United States;Northern America;"Centers for Disease Control and Prevention (CDC)";"1995-2020";"Epidemiology (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1)"
63;21100386500;"Cellular and Molecular Gastroenterology and Hepatology";journal;"2352345X";3,138;Q1;38;120;260;5066;1104;156;4,24;42,22;United States;Northern America;"Elsevier Inc.";"2015-2020";"Gastroenterology (Q1); Hepatology (Q1)"
64;25954;"Haematologica";journal;"15928721, 03906078";3,077;Q1;142;411;1056;12081;4515;593;4,21;29,39;Italy;Western Europe;"Ferrata Storti Foundation";"1947-2020";"Hematology (Q1)"
65;19700174932;"Epigenetics and Chromatin";journal;"17568935";3,064;Q1;52;74;182;4479;935;182;4,15;60,53;United Kingdom;Western Europe;"BioMed Central Ltd.";"2009-2020";"Genetics (Q1); Molecular Biology (Q1)"
66;19700175037;"Journal of the International AIDS Society";journal;"17582652";3,053;Q1;62;169;476;5245;2024;436;3,99;31,04;United States;Northern America;"John Wiley &amp; Sons Inc.";"2009-2020";"Infectious Diseases (Q1); Public Health, Environmental and Occupational Health (Q1)"
67;20276;"Ecography";journal;"16000587, 09067590";3,049;Q1;128;176;391;13567;2211;387;5,69;77,09;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1978-2020";"Ecology, Evolution, Behavior and Systematics (Q1)"
68;21100854855;"Clinical and Translational Immunology";journal;"20500068";3,032;Q1;34;29;89;1697;538;83;7,00;58,52;United Kingdom;Western Europe;"John Wiley &amp; Sons Inc.";"2015-2020";"Nursing (miscellaneous) (Q1)"
69;11700154363;"Cryosphere";journal;"19940416, 19940424";3,016;Q1;82;232;529;14430;2805;529;4,86;62,20;Germany;Western Europe;"Copernicus Group";"2007-2020";"Earth-Surface Processes (Q1); Water Science and Technology (Q1)"
70;21100451321;"Scientific data";journal;"20524463";3,007;Q1;64;296;386;9629;3038;375;7,22;32,53;United Kingdom;Western Europe;"Nature Publishing Group";"2014-2020";"Computer Science Applications (Q1); Education (Q1); Information Systems (Q1); Library and Information Sciences (Q1); Statistics and Probability (Q1); Statistics, Probability and Uncertainty (Q1)"
71;21100850723;"mSystems";journal;"23795077";2,979;Q1;39;143;141;6820;938;139;6,65;47,69;United States;Northern America;"American Society for Microbiology";"2016-2020";"Biochemistry (Q1); Computer Science Applications (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Microbiology (Q1); Modeling and Simulation (Q1); Molecular Biology (Q1); Physiology (Q1)"
72;14875;"International Journal of Behavioral Nutrition and Physical Activity";journal;"14795868";2,967;Q1;117;126;471;6906;3176;463;6,18;54,81;United Kingdom;Western Europe;"BioMed Central Ltd.";"2004-2020";"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1)"
73;17900156736;"Journal of Hematology and Oncology";journal;"17568722";2,960;Q1;84;136;427;8901;3294;419;8,36;65,45;United Kingdom;Western Europe;"BioMed Central Ltd.";"2008-2020";"Cancer Research (Q1); Hematology (Q1); Molecular Biology (Q1); Oncology (Q1)"
74;4000151810;"PLoS Computational Biology";journal;"15537358, 1553734X";2,949;Q1;182;569;1801;32714;9459;1741;5,05;57,49;United States;Northern America;"Public Library of Science";"2005-2020";"Cellular and Molecular Neuroscience (Q1); Computational Theory and Mathematics (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Genetics (Q1); Modeling and Simulation (Q1); Molecular Biology (Q1)"
75;12091;"Atmospheric Chemistry and Physics";journal;"16807324, 16807316";2,938;Q1;206;964;2470;69928;15496;2468;5,74;72,54;Germany;Western Europe;"European Geosciences Union";"2001-2020";"Atmospheric Science (Q1)"
76;21003;"Environmental Health Perspectives";journal;"15529924, 00916765";2,938;Q1;282;171;933;7909;6538;752;6,58;46,25;United States;Northern America;"Public Health Services, US Dept of Health and Human Services";"1972-2020";"Health, Toxicology and Mutagenesis (Q1); Public Health, Environmental and Occupational Health (Q1)"
77;21100867475;"npj Breast Cancer";journal;"23744677";2,916;Q1;21;39;64;1392;346;61;6,14;35,69;United Kingdom;Western Europe;"Nature Publishing Group";"2015-2020";"Oncology (Q1); Pharmacology (medical) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
78;23845;"Journal of Cardiovascular Magnetic Resonance";journal;"1532429X, 10976647";2,896;Q1;94;88;573;2956;1613;334;2,16;33,59;United Kingdom;Western Europe;"BioMed Central Ltd.";"1999-2020";"Cardiology and Cardiovascular Medicine (Q1); Family Practice (Q1); Radiological and Ultrasound Technology (Q1); Radiology, Nuclear Medicine and Imaging (Q1)"
79;51748;"BMJ, The";journal;"09598146, 17561833";2,881;Q1;429;2663;9497;19791;16263;2943;1,59;7,43;United Kingdom;Western Europe;"BMJ Publishing Group";"1857-2020";"Medicine (miscellaneous) (Q1)"
80;16592;"Plant Biotechnology Journal";journal;"14677644, 14677652";2,876;Q1;115;180;458;10920;3350;444;7,15;60,67;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2004-2020";"Agronomy and Crop Science (Q1); Biotechnology (Q1); Plant Science (Q1)"
81;28764;"Breast Cancer Research";journal;"1465542X, 14655411";2,874;Q1;149;152;397;6704;2453;380;5,50;44,11;United Kingdom;Western Europe;"BioMed Central Ltd.";"1999-2020";"Cancer Research (Q1); Oncology (Q1)"
82;5700191210;"Implementation Science";journal;"17485908";2,872;Q1;100;149;476;8027;2703;473;4,85;53,87;United Kingdom;Western Europe;"BioMed Central Ltd.";"2006-2020";"Health Informatics (Q1); Health Policy (Q1); Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)"
83;21100197181;"NPG Asia Materials";journal;"18844057, 18844049";2,870;Q1;75;96;242;4861;1902;231;7,96;50,64;United States;Northern America;"Nature Publishing Group";"2009-2020";"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Modeling and Simulation (Q1)"
84;21100819064;"Cell Discovery";journal;"20565968";2,855;Q1;29;65;127;3032;581;127;4,58;46,65;United Kingdom;Western Europe;"Nature Publishing Group";"2015-2020";"Biochemistry (Q1); Cell Biology (Q1); Genetics (Q1); Molecular Biology (Q1)"
85;21100369815;"EBioMedicine";journal;"23523964";2,847;Q1;63;482;1214;19129;5053;759;4,52;39,69;Netherlands;Western Europe;"Elsevier BV";"2014-2020";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
86;21100205926;"Blood Cancer Journal";journal;"20445385";2,820;Q1;51;123;372;3737;1518;206;3,61;30,38;United States;Northern America;"Nature Publishing Group";"2011-2020";"Hematology (Q1); Oncology (Q1)"
87;14151;"Molecular and Cellular Proteomics";journal;"15359476, 15359484";2,807;Q1;187;181;697;11001;3885;691;4,93;60,78;United States;Northern America;"American Society for Biochemistry and Molecular Biology Inc.";"2002-2020";"Analytical Chemistry (Q1); Biochemistry (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
88;19700175011;"Application of Clinical Genetics";journal;"1178704X";2,745;Q1;32;22;58;718;312;57;4,03;32,64;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2008-2020";"Genetics (Q1); Genetics (clinical) (Q1)"
89;5200152632;"Environmental Research Letters";journal;"17489326";2,710;Q1;124;559;1181;32505;7428;1168;5,99;58,15;United Kingdom;Western Europe;"IOP Publishing Ltd.";"2006-2020";"Environmental Science (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
90;20912;"Environmental International";journal;"18736750, 01604120";2,693;Q1;191;585;863;36156;7696;828;8,13;61,81;United Kingdom;Western Europe;"Elsevier Ltd.";"1976-2020";"Environmental Science (miscellaneous) (Q1)"
91;19700187601;"Developmental Cognitive Neuroscience";journal;"18789293, 18789307";2,689;Q1;64;111;228;8787;1237;217;5,25;79,16;Netherlands;Western Europe;"Elsevier BV";"2011-2020";"Cognitive Neuroscience (Q1)"
92;5800207508;"Molecular Oncology";journal;"15747891, 18780261";2,672;Q1;88;138;402;6903;2347;396;6,04;50,02;Netherlands;Western Europe;"John Wiley and Sons Ltd";"2007-2020";"Cancer Research (Q1); Genetics (Q1); Medicine (miscellaneous) (Q1); Molecular Medicine (Q1); Oncology (Q1)"
93;11900154404;"PLoS Neglected Tropical Diseases";journal;"19352727, 19352735";2,669;Q1;135;855;2590;41337;12327;2536;4,62;48,35;United States;Northern America;"Public Library of Science";"2007-2020";"Infectious Diseases (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)"
94;19700175861;"Gut Microbes";journal;"19490984, 19490976";2,665;Q1;72;50;183;1860;1221;169;6,96;37,20;United States;Northern America;"Landes Bioscience";"2010-2020";"Gastroenterology (Q1); Infectious Diseases (Q1); Microbiology (Q1); Microbiology (medical) (Q1)"
95;17466;"Neurobiology of Disease";journal;"1095953X, 09699961";2,665;Q1;166;195;710;13492;3812;700;5,08;69,19;United States;Northern America;"Academic Press Inc.";"1994-2020";"Neurology (Q1)"
96;20913;"Bulletin of the World Health Organization";journal;"15640604, 00429686";2,652;Q1;168;162;509;3104;1728;302;3,47;19,16;Switzerland;Western Europe;"World Health Organization";"1945, 1949-2020";"Public Health, Environmental and Occupational Health (Q1)"
97;21100269013;"Nanophotonics";journal;"21928614, 21928606";2,639;Q1;61;141;175;11014;1386;167;7,91;78,11;Germany;Western Europe;"Walter de Gruyter";"2012-2020";"Atomic and Molecular Physics, and Optics (Q1); Biotechnology (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1)"
98;21100406867;"IUCrJ";journal;"20522525";2,628;Q1;42;97;229;3912;1042;185;4,05;40,33;United Kingdom;Western Europe;"International Union of Crystallography";"2014-2020";"Biochemistry (Q1); Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1)"
99;21100773739;"Materials Research Letters";journal;"21663831";2,627;Q1;47;90;122;3359;887;122;7,85;37,32;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2020";"Materials Science (miscellaneous) (Q1)"
100;21100310070;"Biology of Mood and Anxiety Disorders";journal;"20455380";2,560;Q1;17;0;4;0;28;4;0,00;0,00;United Kingdom;Western Europe;"BioMed Central Ltd.";"2011, 2013-2015";"Biological Psychiatry (Q1); Psychiatry and Mental Health (Q1)"
101;21100206244;"Open Biology";journal;"20462441";2,549;Q1;53;89;337;8000;1374;334;3,96;89,89;United Kingdom;Western Europe;"The Royal Society";"2011-2020";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology (Q1); Neuroscience (miscellaneous) (Q1)"
